Topic,Count,Name,Representation,Representative_Docs
42,66,42_trenes_tren_metro_pasajeros,"['trenes', 'tren', 'metro', 'pasajeros', 'carga', 'vias', 'demanda', 'ferroviaria', 'regionales', 'celaya']","['esa demanda sustantiva se requiere atender con alrededor de 47 trenes que pueden tener dos tipos de configuraciones unos trenes mas cortos de 300 pasajeros y unos trenes mas largos de 600 pasajeros esto dependera justamente de si son servicios regionales o son servicios interurbanos ', 'las caracteristicas de los trenes estamos hablando de trenes interurbanos y regionales que en sus caracteristicas de servicio tienen vias dedicadas es decir no se comparte la via con los trenes de carga aunque se usara para la construccion de nuevas vias parte del derecho de via adyacente a las vias de carga ', 'son trenes de poquito mas de 100 metros y que justamente como es un recorrido de alta demanda estamos considerando que puede ir creciendo la capacidad de los trenes porque se pueden acoplar nuestros andenes en buenavista nos permiten acoplar 2 trenes de 100 metros son andenes de 200 metros y de hecho en el resto de las estaciones asi se estan disenando para poder tener en vez de un tren cada 6 minutos de 100 metros de repente decir oye siguio creciendo la demanda entonces vas ampliando con un tren doble cada 6 minutos que va saliendo en hora pico ']"
43,65,43_oaxaca_gobernador_jara_salomon,"['oaxaca', 'gobernador', 'jara', 'salomon', 'nahle', 'mier', 'cruz', 'puebla', 'rocio', 'veracruz']","['ingeniero salomon jara cruz gobernador constitucional del estado de oaxaca ', 'gobernador de oaxaca salomon jara cruz viva mexico ', 'gobernador de oaxaca salomon jara cruz muchas gracias gracias ']"
44,65,44_pemex_proveedores_empresa_empresas,"['pemex', 'proveedores', 'empresa', 'empresas', 'cfe', 'privatizar', 'filiales', 'privatizacion', 'produccion', 'petroquimica']","['presidenta de mexico claudia sheinbaum pardo a ver primero hay una nueva estrategia de financiamiento para pemex pemex tiene este ano en presupuesto de egresos 200 ', 'las gasolineras de pemex son en realidad franquicias de pemex las operan privados desde hace muchisimo tiempo pemex tambien le vende a marcas de gasolineras que no son de pemex y aparte esta la gasolina de importacion ', 'entonces el programa integral de largo plazo de pemex lo vamos a presentar muy pronto pero se esta trabajando bien en pemex ']"
45,65,45_programas_bienestar_nuevos_tres,"['programas', 'bienestar', 'nuevos', 'tres', 'garantizados', 'beneficiarios', 'programa', 'conocen', 'mantener', 'sucursales']","['esos son los tres nuevos programas de bienestar ', 'bueno y ademas hay otros tres nuevos programas de bienestar ', 'y ahora hay tres nuevos programas con nuestro gobierno tres programas de bienestar ']"
46,64,46_musica_cancion_apologia_corridos,"['musica', 'cancion', 'apologia', 'corridos', 'jovenes', 'concurso', 'migrante', 'canto', 'mexicana', 'ritmos']","['de acuerdo a datos de una de las principales plataformas de streaming podemos ver como en esta grafica a partir del 2025 que se llega al punto mas alto de reproducciones de musica vinculada a letras donde hacen apologia de la violencia con algunos generos como corridos tumbados musica nortena o de banda porque no son solo los corridos tumbados inicia un decrecimiento sostenido a partir de enero de este ano ', 'queremos principalmente fortalecer las tradiciones los generos de este pais en sinergia por supuesto y mezcla con otros ritmos como lo han hecho los jovenes como fueron los corridos tumbados que son corridos con tradicion mexicana pero que cruzaron ritmos como hip hop trap que fue lo que hizo que tuviera tanta atraccion entre los jovenes pero que el objetivo de esta concurso es fortalecer la musica pero sin hacer apologia a la violencia al delito y hablar de muchas otras cosas de las cuales han hablado nuestros compositores y compositoras a lo largo de la historia ', 'hoy presentamos los resultados de esta convocatoria que de verdad ha sido impresionante el concurso mexico canta que anunciamos ya hace mes y medio para quienes nos sepan es un concurso para cancion para compositores para interpretes binacional para jovenes entre 18 y 34 anos mexicanos y mexicanoestadounidenses como una iniciativa para generar nuevas narrativas nuevas letras en torno si a musica como los corridos que pueden ser tumbados pero que no necesariamente tengan que basarse bueno no es para justamente hacer apologia de la violencia pero que puedan rescatar los ritmos tradicionales mexicanos que han sido ya numeros y primeros lugares en el mundo y por lo cual somos el numero 10 en el mundo como industria ']"
47,63,47_municipios_afectados_hectareas_superficie,"['municipios', 'afectados', 'hectareas', 'superficie', 'plantas', 'municipio', 'prioritarios', 'terrenos', 'propiedad', 'localidades']","['entonces ellos determinan cuales fueron los municipios afectados y afectados segun que no porque hay afectacion por ejemplo a obras civiles una carretera que se cerro y que tiene que atenderse en otros casos hay otros municipios que tienen problemas con las viviendas de la gente en otros tienen que ver con afectaciones a las parcelas de produccion en este caso por ejemplo hay mucha afectacion a las parcelas de produccion de papaya en oaxaca principalmente ', 'por estado traemos que los municipios afectados son ', 'la coordinacion nacional de proteccion civil a partir de ahi define que municipios fueron afectados y con que nivel hay municipios municipios y localidades se define el municipio y las localidades afectadas y se ve si tuvo una afectacion en morado rojo amarillo o verde que son menores afectaciones ']"
48,63,48_estados_unidos_municipales_gobierno,"['estados', 'unidos', 'municipales', 'gobierno', 'tramites', 'federal', 'estatales', 'coordinacion', 'dialogo', 'federales']","['entonces ese es en este momento es nuestra pero tenemos comunicacion con el gobierno de estados unidos en muchos temas ', 'disminuir el numero de tramites los tiempos de los tramites y concentrar tramites de tal manera que incluso los tramites municipales estatales y federales puedan ser tratados a partir de ventanillas unicas entonces esto va a ser muy importante ', 'y sobre todo muy importante que hay dialogo con el gobierno de los estados unidos de manera permanente ']"
49,62,49_viva_mexico_pardo_sheinbaum,"['viva', 'mexico', 'pardo', 'sheinbaum', 'claudia', 'presidenta', 'vivan', 'existen', 'belmont', 'cecis']","['presidenta de mexico claudia sheinbaum pardo que viva mexico ', 'presidenta de mexico claudia sheinbaum pardo que viva mexico ', 'presidenta de mexico claudia sheinbaum pardo que viva mexico ']"
50,62,50_transformacion_cuarta_revolucion_tercera,"['transformacion', 'cuarta', 'revolucion', 'tercera', 'llamamos', 'vida', '2018', 'publica', 'mexicana', 'transformaciones']","['nosotros somos parte de lo que llamamos la cuarta transformacion que como todos sabemos es una transformacion pacifica es una revolucion pero es una revolucion en la conciencia del pueblo de mexico ', 'el dia de hoy inicia el segundo piso de la cuarta transformacion de la vida publica de mexico sabemos que hay la primera transformacion la independencia la segunda la reforma la tercera la revolucion mexicana y la cuarta iniciada por el mejor presidente de mexico andres manuel lopez obrador ', 'nuestro proyecto ustedes saben que es parte de lo que llamamos la cuarta transformacion de la vida publica de mexico le llamamos cuarta transformacion porque hubo tres transformaciones antes la independencia la reforma y la revolucion mexicana ']"
51,62,51_sheinbaum_claudia_pardo_presidenta,"['sheinbaum', 'claudia', 'pardo', 'presidenta', 'viva', 'nuestra', 'extradito', 'quieres', 'atiendo', 'doctora']","['presidenta claudia sheinbaum pardo gracias ', 'claudia sheinbaum pardo ya no ', 'presidenta claudia sheinbaum pardo si ']"
52,60,52_kilos_asegurado_kilogramos_mil,"['kilos', 'asegurado', 'kilogramos', 'mil', 'armas', 'fentanilo', 'fuego', 'laboratorios', 'toneladas', 'pastillas']","['como parte de estas acciones desde el inicio de la operacion al 10 de febrero se han realizado la detencion de 222 personas y el aseguramiento de 106 armas de fuego se han asegurado 19 mil 715 cartuchos de diversos calibres 648 cargadores mil 242 kilos de droga entre las cuales destacan 8 6 kilos de fentanilo ademas de 167 vehiculos y se han asegurado 20 inmuebles ', 'y el aseguramiento de 2 mil 627 armas de fuego de diferentes calibres 12 mil 964 cargadores 10 mil 459 52 kilogramos de marihuana 897 55 kilogramos de cocaina 18 mil 831 91 kilogramos de metanfetaminas 163 45 kilogramos y un millon 135 mil 425 pastillas de fentanilo 247 mil 91 kilogramos y 812 mil 979 litros de sustancias quimicas 43 laboratorios clandestinos de produccion de metanfetaminas asi como 2 mil 439 vehiculos y 384 inmuebles ', 'en este periodo han sido detenidas 21 mil 411 personas por delitos de alto impacto se han asegurado 157 toneladas de droga incluyendo cerca de una tonelada y media y mas de 2 millones 300 mil pastillas de fentanilo se han asegurado mas de 11 mil armas de fuego y se han inhabilitado mas de 915 laboratorios clandestinos y areas de concentracion para la elaboracion de metanfetaminas a cargo de la secretaria de la defensa nacional y de la secretaria de marina ']"
53,59,53_independencia_esclavitud_constitucion_independiente,"['independencia', 'esclavitud', 'constitucion', 'independiente', 'segunda', 'primera', 'grito', 'iturbide', '1821', 'revolucion']","['la primera transformacion la independencia de mexico que mexico se separo por decision de su pueblo de sus lideres de nuestros padres y madres de la patria de la corona espanola este ano fijense 2024 estamos cumpliendo 200 anos de la primera constitucion de la republica porque la independencia inicio en 1810 se consumo en 1821 pero despues de ello tuvo como representante del gobierno a iturbide e iturbide desaparecio el congreso y se quiso nombrar rey emperador y entonces el pueblo dijo no no luchamos tanto para ser una monarquia y llego guadalupe victoria como el primer presidente de mexico hace 200 anos el 10 de octubre fue el dia de 1824 fue el dia que llego el primer presidente de mexico ', 'la independencia de mexico que inicio en 1810 con el grito de dolores del cura hidalgo el padre de la patria es la primera transformacion profunda del pais porque dejamos de ser colonia espanola y nos convertimos en una nacion independiente la independencia se consumo en 1821 11 anos de guerra en el pais por la independencia y la justicia ', 'hace mas de 200 anos desde el inicio de la independencia 1810 con el grito del cura hidalgo que no solamente lucho por la independencia sino por la justicia porque asi como grito para construir un mexico soberano independiente unos dias despues grito por la abolicion de la esclavitud por la justicia fueron muchos anos de guerra de sufrimiento pero el pueblo de mexico logro un pais soberano independiente de la corona espanola ']"
54,57,54_delgado_mario_educacion_carrillo,"['delgado', 'mario', 'educacion', 'carrillo', 'publica', 'secretario', 'noemi', 'subsecretaria', 'basica', 'perez']","['el secretario de educacion publica mario delgado carrillo ', 'el secretario de educacion publica mario delgado carrillo ', 'el secretario de educacion publica mario delgado carrillo ']"
55,57,55_turismo_hoteles_turistico_josefina,"['turismo', 'hoteles', 'turistico', 'josefina', 'turistas', 'zamora', 'tulum', 'turistica', 'temporada', 'tianguis']","['a la secretaria de turismo josefina rodriguez zamora ', 'la secretaria de turismo josefina rodriguez zamora ', 'secretaria de turismo josefina rodriguez zamora bueno es un ejemplo de turismo comunitario ']"
